company,title,date,link
Feedzai,Software Engineer - Data Orchestration,2026-02-08,https://hk.linkedin.com/jobs/view/software-engineer-data-orchestration-at-feedzai-4304702109?position=4&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=bj2%2FfeoAUI%2BOTWWJ8fipEA%3D%3D
深圳市阿尔卫科技有限公司,推荐系统策略开发工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E6%8E%A8%E8%8D%90%E7%B3%BB%E7%BB%9F%E7%AD%96%E7%95%A5%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E6%B7%B1%E5%9C%B3%E5%B8%82%E9%98%BF%E5%B0%94%E5%8D%AB%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165117317?position=5&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=21NZI1gErgK0CSpUpQV34A%3D%3D
Data Intellect,Senior kdb+ Developer,2025-12-31,https://hk.linkedin.com/jobs/view/senior-kdb%2B-developer-at-data-intellect-4350879134?position=6&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=43%2BFw4S0xdomzw5bXTIVJA%3D%3D
Selby Jennings,Quant Researcher - Monetization (Tier 1 Prop Trading Firm),2026-01-26,https://hk.linkedin.com/jobs/view/quant-researcher-monetization-tier-1-prop-trading-firm-at-selby-jennings-4319246061?position=7&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=gg8e2Dcq7Lv%2FmHLy5UWn2Q%3D%3D
Nex,"Software Engineer, Connected Play",2026-01-27,https://hk.linkedin.com/jobs/view/software-engineer-connected-play-at-nex-4366387517?position=8&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=X0mxoOi%2BdJgpnyYAGU8DoQ%3D%3D
Susquehanna International Group,Quantitative C++ developer,2026-01-24,https://hk.linkedin.com/jobs/view/quantitative-c%2B%2B-developer-at-susquehanna-international-group-4323632497?position=9&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=n%2Fxl1E3HeGgq2h9lEoxd2g%3D%3D
Manulife,Full Stack Software Engineer,2026-02-12,https://hk.linkedin.com/jobs/view/full-stack-software-engineer-at-manulife-4322169195?position=10&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=5DiVuTJMd%2BpBfpMtiwQisw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Machine Learning Engineer (Large Model Applications),2026-01-30,https://hk.linkedin.com/jobs/view/fresh-grad-hire-machine-learning-engineer-large-model-applications-at-futu-holdings-limited-4356429874?position=1&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=G9xJozyNQIaBXWL%2BSj3pYg%3D%3D
First Circle,Junior Engineer,2026-02-10,https://hk.linkedin.com/jobs/view/junior-engineer-at-first-circle-4370972305?position=2&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=g3UPrBQXoWFS9qYTWz68Gw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Client Development Engineer (Market Data),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-client-development-engineer-market-data-at-futu-holdings-limited-4357476265?position=3&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=WF4bQLCfbdd%2F0Lc6rNsg4g%3D%3D
Manulife,Data Scientist(Manager level) - VOICE,2026-02-05,https://hk.linkedin.com/jobs/view/data-scientist-manager-level-voice-at-manulife-4359087747?position=4&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=jqB6K68HKtTjfm8KJ1WaHA%3D%3D
FCC ANALYTICS,Machine Learning Engineer,2025-12-04,https://hk.linkedin.com/jobs/view/machine-learning-engineer-at-fcc-analytics-4308292912?position=5&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=Qf0gZVzcyhKRJHMIPHAc%2BQ%3D%3D
Shangri-La Group,"Senior Manager, Data Scientist",2026-02-06,https://hk.linkedin.com/jobs/view/senior-manager-data-scientist-at-shangri-la-group-4263470092?position=6&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=k%2BT4ZKvmOdMEC3TA3V4%2B4g%3D%3D
NEWBYERA TECHNOLOGY LIMITED,AI Engineer,2026-02-11,https://hk.linkedin.com/jobs/view/ai-engineer-at-newbyera-technology-limited-4222442214?position=7&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=dTO%2B3qQZvDUiwmpAsKLTsQ%3D%3D
Polymer Capital,"Data Scientist, Risk & Quant Analytics",2025-12-10,https://hk.linkedin.com/jobs/view/data-scientist-risk-quant-analytics-at-polymer-capital-4326641282?position=8&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=Lw7LtDhBVwqkTuRrbmh%2F7g%3D%3D
Kody,后端工程师 (Kotlin) - (HK),2025-09-25,https://hk.linkedin.com/jobs/view/%E5%90%8E%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%88-kotlin-hk-at-kody-4305982055?position=9&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=FTxetKnda%2BED20zeZX2ySw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Client Developer (Digital Bank),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-client-developer-digital-bank-at-futu-holdings-limited-4357426314?position=10&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=RgNkHF1ZLpquA%2BP9ezKBvw%3D%3D
AXA Hong Kong and Macau,Data Science Manager,2025-09-22,https://hk.linkedin.com/jobs/view/data-science-manager-at-axa-hong-kong-and-macau-4304168590?position=11&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=p1A0QW0VY5vgIvoGMMpaBA%3D%3D
CL Technical Services Limited,"Programmer (C#.net, 5 days’ work, over $40K)",2026-02-10,https://hk.linkedin.com/jobs/view/programmer-c%23-net-5-days%E2%80%99-work-over-%2440k-at-cl-technical-services-limited-4370709312?position=12&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=o2sXa4UDfh9yrjoFZJeAkw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - System Testing Engineer (OTC Trading Platform),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-system-testing-engineer-otc-trading-platform-at-futu-holdings-limited-4357436229?position=13&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=eI8bZsTQ0lx2Z2mrBO6%2FMA%3D%3D
Flow Traders,Graduate Software Engineer,2026-02-05,https://hk.linkedin.com/jobs/view/graduate-software-engineer-at-flow-traders-4297078641?position=14&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=uskOlfq9Qiq8QVzoBWzOeg%3D%3D
FCC ANALYTICS,AI Engineer (LLM),2025-11-20,https://hk.linkedin.com/jobs/view/ai-engineer-llm-at-fcc-analytics-4308299303?position=15&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=SUVa5fF5NTbnzLcrwf%2BbAQ%3D%3D
Prolific,AI Trainer - Hong Kong,2026-02-07,https://hk.linkedin.com/jobs/view/ai-trainer-hong-kong-at-prolific-4296749808?position=16&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=ybh53trRLBmFl0Vxng7TJg%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Backend Developer (Financial Securities System R&D Focus),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-backend-developer-financial-securities-system-r-d-focus-at-futu-holdings-limited-4357546259?position=17&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=EAYGp%2FbUBMzY1ODOi9WMqw%3D%3D
Visa,Senior Data Scientist (10 months contractor),2025-12-29,https://hk.linkedin.com/jobs/view/senior-data-scientist-10-months-contractor-at-visa-4327663168?position=18&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=EcYnrS4ILE5bx5%2FgdKP%2B6g%3D%3D
AXA Hong Kong and Macau,Assistant Data Science Manager,2025-11-28,https://hk.linkedin.com/jobs/view/assistant-data-science-manager-at-axa-hong-kong-and-macau-4340121364?position=19&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=jqsZxgdJmBM8ZfhNRdKJ5A%3D%3D
Airwallex,"Senior Data Scientist, Algorithm (Risk & Fraud)",2026-01-28,https://hk.linkedin.com/jobs/view/senior-data-scientist-algorithm-risk-fraud-at-airwallex-4356522016?position=20&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=lU50fJPhIe9mrgDL822SAA%3D%3D
Microsoft,Researcher,2026-02-03,https://hk.linkedin.com/jobs/view/researcher-at-microsoft-4368645556?position=21&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=jdMW0Zyp5SiZdzZnVSr55g%3D%3D
Wati,Software Engineer II - Data,2025-11-26,https://hk.linkedin.com/jobs/view/software-engineer-ii-data-at-wati-4339119074?position=22&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=iczf%2Fnd6qyPwNa%2FUwwwrvA%3D%3D
Crypto.com,(Senior) DevOps Engineer- AI Innovation,2026-01-24,https://hk.linkedin.com/jobs/view/senior-devops-engineer-ai-innovation-at-crypto-com-4310267784?position=23&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=C4gOH7pHZEF%2B8jMt8QuiAg%3D%3D
Argyll Scott,"Data Engineer/Global Manufacturer/Perm/40,000-50,000HKD P/M",2026-02-12,https://hk.linkedin.com/jobs/view/data-engineer-global-manufacturer-perm-40-000-50-000hkd-p-m-at-argyll-scott-4371655867?position=24&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=HbcsJ8J%2FyzM26iyVYFoNrw%3D%3D
Wati,Software Developer I (Full Stack / Backend),2025-11-17,https://hk.linkedin.com/jobs/view/software-developer-i-full-stack-backend-at-wati-4336363751?position=25&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=R0JkRPX7MnMaG8X%2FE4RY6w%3D%3D
China Tourism Group,助理工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E5%8A%A9%E7%90%86%E5%B7%A5%E7%A8%8B%E5%B8%88-at-china-tourism-group-4165515659?position=26&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=f3UCpwaErPCKlVQKrw%2FlzQ%3D%3D
Wati,Devops Engineer I - Shenzhen,2025-11-17,https://hk.linkedin.com/jobs/view/devops-engineer-i-shenzhen-at-wati-4336463611?position=27&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=rInRb1iL7P2JKfXdYkRXTg%3D%3D
Crypto.com,Trading Java Developer,2026-02-09,https://hk.linkedin.com/jobs/view/trading-java-developer-at-crypto-com-4251809927?position=28&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=qBxYeNjqxCYz%2Bow%2ByElzfg%3D%3D
合肥科迈捷智能传感技术有限公司,计算流体动力学研究员,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%AE%A1%E7%AE%97%E6%B5%81%E4%BD%93%E5%8A%A8%E5%8A%9B%E5%AD%A6%E7%A0%94%E7%A9%B6%E5%91%98-at-%E5%90%88%E8%82%A5%E7%A7%91%E8%BF%88%E6%8D%B7%E6%99%BA%E8%83%BD%E4%BC%A0%E6%84%9F%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165933388?position=29&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=dVynUxA8Sfm3%2BncU%2B4hhIA%3D%3D
Futu Holdings Limited,Fresh Grad Hire - System Testing Engineer (Banking Business),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-system-testing-engineer-banking-business-at-futu-holdings-limited-4357376211?position=30&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=cy2IqXBh3i9S1c%2B0XSsOtA%3D%3D
Wati,Software Engineer II - Mobile,2025-12-04,https://hk.linkedin.com/jobs/view/software-engineer-ii-mobile-at-wati-4341788214?position=31&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=5G9pMbjyp%2BVfXdceChGpyQ%3D%3D
hermeneutic Investments,Senior QA Engineer - Asian Timezones,2026-02-12,https://hk.linkedin.com/jobs/view/senior-qa-engineer-asian-timezones-at-hermeneutic-investments-4371817966?position=32&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=FdVCWMMnLqQtVFMrSHdypw%3D%3D
Wati,Backend Software Engineer (AI Agent)- Shenzhen,2025-10-30,https://hk.linkedin.com/jobs/view/backend-software-engineer-ai-agent-shenzhen-at-wati-4333014332?position=33&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=GWY3KIkZ70lDk9l0epNv4A%3D%3D
Crypto.com,Senior DataOps Engineer - MainApp infrastructure,N/A,https://hk.linkedin.com/jobs/view/senior-dataops-engineer-mainapp-infrastructure-at-crypto-com-4309530589?position=34&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=prW%2FkXxvEuHO1oF9SDVTnA%3D%3D
Ergonia,DeFi Engineer,2025-11-26,https://hk.linkedin.com/jobs/view/defi-engineer-at-ergonia-4339039810?position=35&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=PX5KlA%2BjmkR90%2BkS%2BMB8gw%3D%3D
Schonfeld,Quantitative Research / Developer - Intern,2026-02-10,https://hk.linkedin.com/jobs/view/quantitative-research-developer-intern-at-schonfeld-4289778092?position=36&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=EKSDuttFXT2Nv7KzoGmd5Q%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,"Lead Engineer, Machine Learning Algorithm and Software",2026-02-09,https://hk.linkedin.com/jobs/view/lead-engineer-machine-learning-algorithm-and-software-at-astri-hong-kong-applied-science-and-technology-research-institute-4309891829?position=37&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=x0gdn3evT4A88tjD5%2F5Faw%3D%3D
Wati,Backend Software Engineer (AI + Audio) - China,2025-11-17,https://hk.linkedin.com/jobs/view/backend-software-engineer-ai-%2B-audio-china-at-wati-4336463600?position=38&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=RQlLOA8Y6GuBjxyWQDwBxQ%3D%3D
Crypto.com,Senior Quality Assurance Automation Engineer (Crypto.com APP),2026-02-11,https://hk.linkedin.com/jobs/view/senior-quality-assurance-automation-engineer-crypto-com-app-at-crypto-com-4149388115?position=39&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=cYTNJsCFsiGvXxx5NOl2aQ%3D%3D
Quickplay,"Director, Solution Engineering",2024-10-04,https://hk.linkedin.com/jobs/view/director-solution-engineering-at-quickplay-4043268773?position=40&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=orp94ZbjgBMRYGWuZmvHIA%3D%3D
Manulife,Senior AI Engineer Lead - Asia Data Office,2026-02-02,https://hk.linkedin.com/jobs/view/senior-ai-engineer-lead-asia-data-office-at-manulife-4328587641?position=41&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=AqBPPa%2BLPKfGKsMukIN0rA%3D%3D
Crypto.com,Blockchain Defi Developer - Quant Trading Team,2026-02-11,https://hk.linkedin.com/jobs/view/blockchain-defi-developer-quant-trading-team-at-crypto-com-4211274849?position=42&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=YczELeDHO%2FRt7701foBzDA%3D%3D
Futu Holdings Limited,Testing Engineer (Wallet & Digital Assets),N/A,https://hk.linkedin.com/jobs/view/testing-engineer-wallet-digital-assets-at-futu-holdings-limited-4363976652?position=43&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=wmUV6vEcSThCDpwvty0XlQ%3D%3D
Crypto.com,Senior Software Engineer (Golang/Ruby on Rails) - Fiat,2026-01-30,https://hk.linkedin.com/jobs/view/senior-software-engineer-golang-ruby-on-rails-fiat-at-crypto-com-4302627921?position=44&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=JNz%2FzpOmlQKQm6WKpyWeYw%3D%3D
China Tourism Group,运营管理部-运营分析室/综合管理室运营分析岗,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%BF%90%E8%90%A5%E7%AE%A1%E7%90%86%E9%83%A8-%E8%BF%90%E8%90%A5%E5%88%86%E6%9E%90%E5%AE%A4-%E7%BB%BC%E5%90%88%E7%AE%A1%E7%90%86%E5%AE%A4%E8%BF%90%E8%90%A5%E5%88%86%E6%9E%90%E5%B2%97-at-china-tourism-group-4165178434?position=45&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=BtDyuc2TgbxOZFkiwe98iQ%3D%3D
Polymer Capital,"Software Developer, Development Lab",2025-09-23,https://hk.linkedin.com/jobs/view/software-developer-development-lab-at-polymer-capital-4304004784?position=46&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=Xs8pxvJIPH%2BwOKMhxLlGeA%3D%3D
Karmo International Company Limited,Robotics Engineer – Software (Internship),2025-05-15,N/A
CoinMarketCap,Software Development Engineer in Test (SDET),2025-09-16,https://hk.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-coinmarketcap-4301575133?position=48&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=vFywRcV1HxxIymU0lmSRBQ%3D%3D
Crypto.com,Senior FullStack Developer (React Native)- MainApp Web,2026-01-27,https://hk.linkedin.com/jobs/view/senior-fullstack-developer-react-native-mainapp-web-at-crypto-com-4077654527?position=49&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=YvvOtMJ2%2Fl6T2aC2oUPdqw%3D%3D
AVISTA GROUP,Software Engineer,2025-09-17,https://hk.linkedin.com/jobs/view/software-engineer-at-avista-group-4311089405?position=50&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=PkO2DBoRWaE7LpExxu%2FDCQ%3D%3D
Crypto.com,Senior Backend Developer,2026-02-12,https://hk.linkedin.com/jobs/view/senior-backend-developer-at-crypto-com-4309542232?position=51&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=ErC97Tij4XRvjRPqajEMZA%3D%3D
Arup,Graduate Digital Engineer (2026),2026-02-02,https://hk.linkedin.com/jobs/view/graduate-digital-engineer-2026-at-arup-4345577591?position=52&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=KyGiqAYnSxjr9uv06kxudw%3D%3D
Wati,Software Engineer II - Backend,2025-12-08,https://hk.linkedin.com/jobs/view/software-engineer-ii-backend-at-wati-4342660637?position=53&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=%2BBDLjKoQgFguCmAEJMXsVQ%3D%3D
Futu Holdings Limited,Testing Engineer (Trading System),N/A,https://hk.linkedin.com/jobs/view/testing-engineer-trading-system-at-futu-holdings-limited-4364125134?position=54&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=xHvMt8EFsCCguSBD%2BEfznw%3D%3D
Wati,Software Developer I/II (Frontend),2026-01-22,https://hk.linkedin.com/jobs/view/software-developer-i-ii-frontend-at-wati-4365245956?position=55&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=KuSt0O2qQfGziwWw%2BTDQZQ%3D%3D
CoinMarketCap,LLM Algorithm Engineer,2025-04-29,https://hk.linkedin.com/jobs/view/llm-algorithm-engineer-at-coinmarketcap-4219194193?position=56&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=T1kt1H2YgoHaERoU3n%2B0XA%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,Senior Engineer (PI) / Engineer (PI),2026-01-31,https://hk.linkedin.com/jobs/view/senior-engineer-pi-engineer-pi-at-astri-hong-kong-applied-science-and-technology-research-institute-4315308207?position=57&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=%2F2IxA5LCT2G3Kxm2vg%2BMGQ%3D%3D
Crypto.com,Senior Mobile Developer / Mobile Developer (React Native),2026-02-03,https://hk.linkedin.com/jobs/view/senior-mobile-developer-mobile-developer-react-native-at-crypto-com-4175821671?position=58&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=2splogyveJKepMzwKnkg8Q%3D%3D
Bloomberg,"Senior Data Management Professional - Data Engineer - ESG Data (Korean speaker), Hong Kong",2026-01-27,https://hk.linkedin.com/jobs/view/senior-data-management-professional-data-engineer-esg-data-korean-speaker-hong-kong-at-bloomberg-4356042631?position=59&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=D8IV%2BUXYFVZtBzWlexpzpw%3D%3D
Crypto.com,Senior Software Developer - Golang,2026-02-12,https://hk.linkedin.com/jobs/view/senior-software-developer-golang-at-crypto-com-4309546032?position=60&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=LuC9DgdnTC7p5CfuLxAjzA%3D%3D
China Tourism Group,助理工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E5%8A%A9%E7%90%86%E5%B7%A5%E7%A8%8B%E5%B8%88-at-china-tourism-group-4165515659?position=1&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=3%2FLSQT0m0zDOCbyreZl0bA%3D%3D
Wati,Devops Engineer I - Shenzhen,2025-11-17,https://hk.linkedin.com/jobs/view/devops-engineer-i-shenzhen-at-wati-4336463611?position=2&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=X9hrRj%2FlwaPN3XXJVcjePg%3D%3D
Crypto.com,Trading Java Developer,2026-02-09,https://hk.linkedin.com/jobs/view/trading-java-developer-at-crypto-com-4251809927?position=3&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=SaK%2F%2BsgF7ejCs20Z8d8n8Q%3D%3D
合肥科迈捷智能传感技术有限公司,计算流体动力学研究员,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%AE%A1%E7%AE%97%E6%B5%81%E4%BD%93%E5%8A%A8%E5%8A%9B%E5%AD%A6%E7%A0%94%E7%A9%B6%E5%91%98-at-%E5%90%88%E8%82%A5%E7%A7%91%E8%BF%88%E6%8D%B7%E6%99%BA%E8%83%BD%E4%BC%A0%E6%84%9F%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165933388?position=4&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=MrNgfTtTYqdBfRdVcUjT%2Fw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - System Testing Engineer (Banking Business),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-system-testing-engineer-banking-business-at-futu-holdings-limited-4357376211?position=5&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=Q499HVcp%2FvHovr7KZk99bA%3D%3D
Wati,Software Engineer II - Mobile,2025-12-04,https://hk.linkedin.com/jobs/view/software-engineer-ii-mobile-at-wati-4341788214?position=6&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=3IICA5pJwFqtpBLZ44Tz4Q%3D%3D
hermeneutic Investments,Senior QA Engineer - Asian Timezones,2026-02-12,https://hk.linkedin.com/jobs/view/senior-qa-engineer-asian-timezones-at-hermeneutic-investments-4371817966?position=7&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=3h%2B5oK16Vajvqu%2Fzdkr2sg%3D%3D
Wati,Backend Software Engineer (AI Agent)- Shenzhen,2025-10-30,https://hk.linkedin.com/jobs/view/backend-software-engineer-ai-agent-shenzhen-at-wati-4333014332?position=8&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=O6l21guOPA6GrfJHjwnqwg%3D%3D
Crypto.com,Senior DataOps Engineer - MainApp infrastructure,N/A,https://hk.linkedin.com/jobs/view/senior-dataops-engineer-mainapp-infrastructure-at-crypto-com-4309530589?position=9&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=D2mPIbNTMKoLeFqHH5m7IA%3D%3D
Ergonia,DeFi Engineer,2025-11-26,https://hk.linkedin.com/jobs/view/defi-engineer-at-ergonia-4339039810?position=10&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=5os0cP9zplo%2FHVtOjnK8LA%3D%3D
Crypto.com,Senior Backend Developer,2026-02-12,https://hk.linkedin.com/jobs/view/senior-backend-developer-at-crypto-com-4309542232?position=1&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=sOwP0NQWYQFlHLFGN3qmTQ%3D%3D
Arup,Graduate Digital Engineer (2026),2026-02-02,https://hk.linkedin.com/jobs/view/graduate-digital-engineer-2026-at-arup-4345577591?position=2&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=oOaYSpa1nLKNejK2UcRL4g%3D%3D
Wati,Software Engineer II - Backend,2025-12-08,https://hk.linkedin.com/jobs/view/software-engineer-ii-backend-at-wati-4342660637?position=3&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=oaMhGpGNMrUJJmDl0OQHeA%3D%3D
Futu Holdings Limited,Testing Engineer (Trading System),N/A,https://hk.linkedin.com/jobs/view/testing-engineer-trading-system-at-futu-holdings-limited-4364125134?position=4&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=WdWJOBVpRDvUqB8%2F4b1Avw%3D%3D
Wati,Software Developer I/II (Frontend),2026-01-22,https://hk.linkedin.com/jobs/view/software-developer-i-ii-frontend-at-wati-4365245956?position=5&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=g5RUfdMOikeoBj%2FKaj0yhg%3D%3D
CoinMarketCap,LLM Algorithm Engineer,2025-04-29,https://hk.linkedin.com/jobs/view/llm-algorithm-engineer-at-coinmarketcap-4219194193?position=6&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=Lb07N%2Bbg9gZoSqFIYW%2F3qg%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,Senior Engineer (PI) / Engineer (PI),2026-01-31,https://hk.linkedin.com/jobs/view/senior-engineer-pi-engineer-pi-at-astri-hong-kong-applied-science-and-technology-research-institute-4315308207?position=7&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=r3G4QH%2Fgbc6aUVJHikiYyA%3D%3D
